Incident_Month,Incident.year,Victim.injury,State,Location,Latitude,Longitude,Site.category,Shark.common.name,Shark.length.m,Provoked/unprovoked,Victim.activity,Direction.first.strike,Injury.location,Victim.gender,Victim.age,
Aug,2022,injured,NSW,north avoca,-33.4566,151.4383,coastal,whaler shark,,unprovoked,surfing,,"arm, hand",male,14,
Oct,2022,injured,VIC,portland ,-38.338,141.6041,coastal,,,unprovoked,surfing,,leg,male,17,
Oct,2022,injured,WA,port headland,-20.3124,118.6094,ocean/pelagic,bull shark,,provoked,spearfishing,,"arm, hand, shoulder",male,,
Oct,2022,injured,NSW,south rosedale beach,-35.8139,150.2258,coastal,wobbegong,,unprovoked,swimming,,foot; ankle,female,54,
Oct,2022,uninjured,SA,seacliff beach,-35.0316,152.9774722,coastal,white shark,3,unprovoked,unmotorised boating,,,male,19,
Dec,2022,injury,NSW,front beach cresent head,-31.1897014,138.5179,coastal,white shark,1.6,unprovoked,swimming,,leg,male,15,
Jan,2023,fatal,WA,"swan river, perth",-31.9417,115.9097,river,bull shark,,unprovoked,other: jetskiing; swimming,,,female,16,
Mar,2023,uninjured,WA,yallingup ,-33.6463583,115.0339741,coastal,whaler shark,2,unprovoked,paddleboarding,,,male,75,
Apr,2023,injured,WA,"lucy's beach, greenough",-28.93019,114.7289,coastal,bronze whaler shark,,unprovoked,surfing,,arm,male,30,
Apr,2023,injured,WA,"cape range national park, exmouth",-21.933,114.128,coastal,,,unprovoked,snorkelling,,leg,male,11,
Apr,2023,injured,WA,yallinguop,-33.6397,115.0263,coastal,,1.5,unprovoked,swimming,,right leg,male,20,
May,2023,fatal,SA,"walker's rocks, eyre penninsula ",-33.55622,134.85406,coastal,whaler shark,,unprovoked,surfing,,body not recovered,male,46,
May,2023,uninjured,NSW,south broulee,-35.8333,150.1667,coastal,,,unprovoked,,,,,,
Jul,2023,injured,WA,gnarabup beach,-33.99029,114.99136,coastal,white shark,,unprovoked,surfing,,left leg,male,20,
Aug,2023,injured,NSW,port macquarie beach,-31.4312703,152.9081313,coastal,white shark,4,unprovoked,surfing,,leg,male,44,
Oct,2023,fatal,SA,"granites beach, streaky bay, beachport",-32.79734,134.198273,coastal,white shark,4,unprovoked,surfing,,fatal,male,55,
Nov,2023,injured,WA,"peak island, exmouth",-21.60092,114.5091,coastal,lemon shark,,provoked,spearfishing,,,,,
Nov,2023,injured,SA,"port noarlunga jetty, adelaide",-35.15,138.4667,coastal,white shark,,unprovoked,snorkelling,other people in water,head,female,32,
Nov,2023,injured,SA,"beachpoint jetty, mt gambier",-37.824429,140.783783,coastal,,,unprovoked,swimming,,,,,
Nov,2023,injured,QLD,clack Island,-14.06549,144.26335,coastal,unknown,1.8,provoked,"diving, collecting",,shoulder/arm,,,
Nov,2023,injured,NSW,avoca beach,-33.92622,148.73561,coastal,wobbegong,,,,,,,,
Dec,2023,injured,WA,wedge island,-30.81556,115.19234,island open ocean,bronze whaler shark,,unprovoked,wing foiler,,lower leg,male,46,
Dec,2023,injured,NSW,"old bar, taree",-31.9694,152.5863946,coastal,unknown,,unprovoked,surfing,,leg,male,16,
Dec,2023,fatal,SA,"ethel beach, yorke penninsula",-34.679356,137.684906.,coastal,white shark,,unprovoked,surfing,,fatal,male,15,
Jan,2024,injured,SA,eyre penninsula,-34.3333,135.7500.,coastal,,,unprovoked,surfing,,leg,male,64,
Jan,2024,injured,NSW,elizabeth bay,-32.333,152.533,estuary/harbour,bull shark,,unprovoked,,,,,,
Feb,2024,injured,WA,jurien bay,-30.30591,115.03825,coastal,tiger shark,,unprovoked,,,,,,
Mar,2024,injured,QLD,"baragara beach, bundaberg",-24.8333,152.4167,coastal,,,unprovoked,,,,,,
